show_id,name,url,type,language,genres,status,runtime,averageRuntime,premiered,officialSite,schedule_time,schedule_days,weight,webchannnel_id,externals,image,summary
44660,The Bump,https://www.tvmaze.com/shows/44660/the-bump,Talk Show,English,['Sports'],Running,30.0,30.0,2019-10-02,https://watch.wwe.com/original/WWEs-The-Bump-107410,10:00,['Wednesday'],24,15,"{'tvrage': None, 'thetvdb': 371044, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/411/1028717.jpg,"WWE's The Bump is unlike any WWE show you've ever seen before, featuring a dynamic cast of hosts--led by Kayla Braxton--and WWE Superstars stopping in weekly, both as in-studio and video call-in guests."
52250,SJ Returns,https://www.tvmaze.com/shows/52250/sj-returns,Reality,Korean,[],Running,5.0,5.0,2017-10-09,https://tv.naver.com/sjreturns,00:00,"['Monday', 'Wednesday', 'Friday']",14,30,"{'tvrage': None, 'thetvdb': 336628, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/286/716978.jpg,This show will follow Super Junior's everyday life.
44675,Діти проти зірок,https://www.tvmaze.com/shows/44675/diti-proti-zirok,Game Show,Ukrainian,"['Action', 'Family']",Running,90.0,90.0,2019-09-25,https://novy.tv/ua/deti-protiv-zvezd/,19:00,['Wednesday'],18,21,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/365/913800.jpg,
56531,Dimension 20,https://www.tvmaze.com/shows/56531/dimension-20,Game Show,English,"['Comedy', 'Adventure', 'Fantasy']",Running,,,2018-09-12,https://www.dropout.tv/dimension-20,19:00,['Wednesday'],81,311,"{'tvrage': None, 'thetvdb': 354216, 'imdb': 'tt9646546'}",https://static.tvmaze.com/uploads/images/original_untouched/342/856895.jpg,"Heed the call of adventure and enter Dimension 20 where Game Master Brennan Lee Mulligan, joined by comedians and pro gamers, blends comedy with tabletop RPGs."
51888,Rooney's Last Roll,https://www.tvmaze.com/shows/51888/rooneys-last-roll,Scripted,English,"['Drama', 'Comedy', 'Romance']",Ended,8.0,8.0,2020-11-11,https://www.youtube.com/playlist?list=PLVewHiZp3_LOgHGEQGGMplwBIs9hU7smb,15:00,['Wednesday'],20,274,"{'tvrage': None, 'thetvdb': 391739, 'imdb': 'tt13419326'}",https://static.tvmaze.com/uploads/images/original_untouched/294/737014.jpg,"When an old film roll goes missing at the film lab, an unexpected connection with a stranger helps Rooney confront her heartbreak and learn to move on."
2266,WWE NXT,https://www.tvmaze.com/shows/2266/wwe-nxt,Sports,English,[],Running,120.0,77.0,2010-02-23,http://www.wwe.com/inside/networkschedule,20:00,['Tuesday'],93,15,"{'tvrage': 25100, 'thetvdb': 144541, 'imdb': 'tt1601141'}",https://static.tvmaze.com/uploads/images/original_untouched/401/1002762.jpg,"Each Wednesday at 8:00 p.m. ET, WWE Superstars and Divas of tomorrow face off on WWE NXT, a one-hour weekly show that features the brightest and best of WWE's rising stars. WWE NXT showcases the Superstars and Divas from WWE's Performance Center as well as appearances from WWE Superstars and Legends in an intimate setting. WWE NXT broadcasts from the state-of-the-art Full Sail LIVE venue on the Full Sail University in campus in Orlando, Florida."
45434,Ruth & Ruby Virtual Sleepover Challenges,https://www.tvmaze.com/shows/45434/ruth-ruby-virtual-sleepover-challenges,Talk Show,English,"['Comedy', 'Children', 'DIY']",Running,12.0,6.0,2019-08-09,https://disneynow.com/shows/ruth-and-ruby-virtual-sleepover-challenges,21:25,['Wednesday'],19,83,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/285/714446.jpg,Grab your sleeping bag and join BFFs Ruby Rose Turner (Coop &amp; Cami Ask the World) and Ruth Righi (Sydney to the Max) for the ultimate sleepover!
49732,Noblesse,https://www.tvmaze.com/shows/49732/noblesse,Animation,Japanese,"['Anime', 'Supernatural']",Ended,25.0,25.0,2015-12-04,https://noblesse-anime.com/,00:00,['Wednesday'],44,20,"{'tvrage': None, 'thetvdb': 386818, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/268/670751.jpg,"Raizel awakens from his 820-year slumber. He holds the special title of Noblesse, a pure-blooded Noble and protector of all other Nobles. In an attempt to protect Raizel, his servant Frankenstein enrolls him at Ye Ran High School, where Raizel learns the simple and quotidian routines of the human world through his classmates. However, the Union, a secret society plotting to take over the world, dispatches modified humans and gradually encroaches on Raizel's life, causing him to wield his mighty power to protect those around him... After 820 years of intrigue, the secrets behind his slumber are finally revealed, and Raizel's absolute protection as the Noblesse begins!"
43722,"257 причин, чтобы жить",https://www.tvmaze.com/shows/43722/257-pricin-ctoby-zit,Scripted,Russian,"['Drama', 'Comedy']",Ended,,24.0,2020-03-26,https://start.ru/watch/257-prichin-chtoby-zhit,,['Thursday'],33,245,"{'tvrage': None, 'thetvdb': 377678, 'imdb': 'tt11477416'}",https://static.tvmaze.com/uploads/images/original_untouched/260/651809.jpg,"When terminal cancer patient Zhenya unexpectedly receives a clean bill of health, she can't believe it. She's in remission. But then her life implodes. Homeless, unemployed, and newly single - she stumbles across a list she wrote while she was sick of things she wanted to do when she got better. 257 of them - and now she won't give up until she checks off them all!"
49280,Псих,https://www.tvmaze.com/shows/49280/psih,Scripted,Russian,"['Drama', 'Thriller']",Ended,62.0,62.0,2020-11-05,https://more.tv/psih,,['Thursday'],29,246,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/295/739859.jpg,"Oleg is a metropolitan psychotherapist. Clients of the central district of Moscow line up to him. Only lately Oleg doesn't like them, he tolerates them. Midlife crisis, life with mom at 40, loss of self-esteem, drug addiction, irritability and growing aggression. None of the clients are aware of his problems. From the outside, he seems successful, happily married, wealthy. Nobody knows the truth. A year ago, his wife went missing. She has been gone for 384 days."
49422,Шерлок в России,https://www.tvmaze.com/shows/49422/serlok-v-rossii,Scripted,Russian,"['Crime', 'Mystery']",To Be Determined,52.0,51.0,2020-10-22,https://start.ru/watch/sherlok-v-rossii,,['Thursday'],37,245,"{'tvrage': None, 'thetvdb': None, 'imdb': 'tt11105888'}",https://static.tvmaze.com/uploads/images/original_untouched/278/695317.jpg,
51908,Нежность,https://www.tvmaze.com/shows/51908/neznost,Scripted,Russian,"['Drama', 'Comedy', 'Romance']",Ended,19.0,19.0,2020-11-12,https://www.ivi.ru/watch/nezhnost,,['Thursday'],3,337,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/282/707449.jpg,
38031,There's a Pit in My Senior Martial Brother's Brain,https://www.tvmaze.com/shows/38031/theres-a-pit-in-my-senior-martial-brothers-brain,Animation,Chinese,"['Comedy', 'Action', 'Adventure', 'Anime']",To Be Determined,20.0,10.0,2018-04-04,https://www.bilibili.com/bangumi/media/md17632/,11:00,['Thursday'],23,51,"{'tvrage': None, 'thetvdb': 391377, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/288/722315.jpg,"The hilarious adventures of the eldest apprentice of a sect who has a problem with his brain. Dongfang Xianyun is reincarnated as the eldest disciple of the Care-free sect. But the only thing that goes through his mind is to make sure he doesn't end up dying by the hands of the ""main character"". Read as he makes no sense to his sibling disciples while avoiding flags left and right."
24837,Quan Zhi Gao Shou,https://www.tvmaze.com/shows/24837/quan-zhi-gao-shou,Animation,Chinese,"['Comedy', 'Action', 'Adventure', 'Anime']",Ended,20.0,20.0,2017-04-06,https://v.qq.com/detail/3/3r7bnv3gdykfdok.html,,['Thursday'],68,104,"{'tvrage': None, 'thetvdb': 326270, 'imdb': 'tt6859260'}",https://static.tvmaze.com/uploads/images/original_untouched/276/691932.jpg,"In the multiplayer online game Glory, Ye Xiu is regarded as a textbook and a top-tier pro-player. However, due to a myriad of reasons, he is kicked from the team. After leaving the pro scene, he finds work in an Internet Cafe as a manager. When Glory launches its tenth server, he throws himself in to the game once more. Possessing ten years of experience, the memories of his past, and an incomplete, self-made weapon, his return along the road to the summit begins!"
47912,The Wolf,https://www.tvmaze.com/shows/47912/the-wolf,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,45.0,45.0,2020-11-19,https://www.iqiyi.com/lib/m_213579814.html,,[],36,118,"{'tvrage': None, 'thetvdb': 331095, 'imdb': 'tt8871128'}",https://static.tvmaze.com/uploads/images/original_untouched/255/639532.jpg,"The story happens at the end of the Tang Dynasty, when Zhu Wen usurps the throne and establishes the Later Liang Dynasty, and he's known as Emperor Taizu. Ma Zhai Xing (Li Qin) is the daughter of an official and as a child, she befriends a young boy (Darren Wang) who lives in the mountain. One day when he saves a wolf, he accidentally falls over the cliff and is rescued by Zhu Wen. The authoritative figure adopts him as a godson and gives him the title Bo Wang. Ten years later, he saves the female lead per chance and finds her courage and intelligence resonant, and she likes that while he's in a position of power, he still has humility and kindness. She encourages him to fight for justice and he begins that journey by helping the people, stopping throne fights, etc. Even when they have conflicts, they will face those frankly. As they overcome obstacles and fight for justice, feelings deepen and they are able to reap their own happiness by each other's side."
52799,Futmalls.com,https://www.tvmaze.com/shows/52799/futmallscom,Scripted,Chinese,"['Crime', 'Science-Fiction', 'Mystery']",Ended,45.0,45.0,2020-12-03,https://so.youku.com/search_video/q_%E9%A2%84%E6%94%AF%E6%9C%AA%E6%9D%A5?spm=a2hbt.13141534.left-title-content-wrap.5~A,20:00,['Thursday'],29,118,"{'tvrage': None, 'thetvdb': 393870, 'imdb': 'tt13652552'}",https://static.tvmaze.com/uploads/images/original_untouched/291/729740.jpg,Strange occurrences afflict a group of people after they purchase items on a shopping website from the future. 
54610,The Wonderland of Ten Thousands,https://www.tvmaze.com/shows/54610/the-wonderland-of-ten-thousands,Animation,Chinese,"['Anime', 'Fantasy', 'Romance']",Running,10.0,10.0,2018-03-30,https://v.qq.com/detail/5/5cuf8ahvxvm2587.html,10:00,"['Monday', 'Thursday']",65,104,"{'tvrage': None, 'thetvdb': 347112, 'imdb': 'tt12923874'}",https://static.tvmaze.com/uploads/images/original_untouched/304/762299.jpg,"The master of Ye Xing Yun will ascend to heaven, leaving behind the great strength of the Tian Yuan Sect, and Ye Xing Yun making the new Sovereign of the Tian Yuan Sect, and at the request of his master, seek revenge by entering into a small family while waiting to perform revenge. Ye Xing Yun embarks on an extremely dangerous road, but with his strategy, and with the help of the masters of the Tian Yuan Sect, his long-term strategy of confrontation with the huge Zhou dynasty."
57556,I Am a Great God,https://www.tvmaze.com/shows/57556/i-am-a-great-god,Animation,Chinese,"['Action', 'Anime', 'Fantasy']",Ended,20.0,,2020-11-12,https://v.qq.com/detail/m/mzc002009u3yfca.html,,['Thursday'],6,104,"{'tvrage': None, 'thetvdb': 392230, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/356/892039.jpg,"At the age of seven, the very short-lived child prodigy, who was growing too fast, returned to the immortal world to prevent his abnormal growing. From then on, with his gifted brain and wisdom he obtained from earth, he walked in path immortality to became the legendary god to return his normal life..."
44060,Why R U?: The Series,https://www.tvmaze.com/shows/44060/why-r-u-the-series,Scripted,Thai,"['Drama', 'Romance']",Ended,60.0,54.0,2020-01-24,https://tv.line.me/whyrutheseries,22:00,['Thursday'],88,88,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/212/532002.jpg,"Tutor is said to be ‘wise' beyond his age and acts rationally, while Fighter is the emotional kind. They started having some animosity with each other, but developed a close relationship right after.Saifah is a popular musician and is often engaged in mischievous while Zon is shy yet stubborn. He is also a sci-fi writer."
49902,Ukjent arving,https://www.tvmaze.com/shows/49902/ukjent-arving,Reality,Norwegian,[],Running,50.0,50.0,2020-11-05,https://tv.nrk.no/serie/ukjent-arving,06:00,['Thursday'],2,238,"{'tvrage': None, 'thetvdb': 391584, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/290/726832.jpg,"Every year, 10 to 20 norwegian citizens die without any known relatives. In this series we'll try to do what the goverment couldn't: Finding a rightful heir."
53196,Саке,https://www.tvmaze.com/shows/53196/sake,Scripted,Russian,"['Drama', 'Comedy']",Running,,24.0,2020-10-15,https://aitube.kz/channel?id=2d4d1dcc-fa60-4033-a58c-891c061a92e9&tab=main,,['Friday'],3,452,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/294/737063.jpg,
39804,ещёнепознер,https://www.tvmaze.com/shows/39804/esenepozner,Talk Show,Russian,[],Running,50.0,77.0,2018-10-21,https://www.youtube.com/channel/UCNRYbltJXhf6DepS26-uSbQ,,['Thursday'],16,21,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/367/918174.jpg,
49948,Love Revolution,https://www.tvmaze.com/shows/49948/love-revolution,Scripted,Korean,"['Drama', 'Comedy', 'Romance']",Ended,20.0,20.0,2020-09-01,https://tv.kakao.com/channel/3643849/cliplink/412069527?metaObjectType=Channel,17:00,"['Thursday', 'Sunday']",33,294,"{'tvrage': None, 'thetvdb': 386111, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/269/674781.jpg,"The story of the ""unique romance"" about teenagers navigating love, friendship, and the chaos of high school. The story will focus mainly on Gong Joo Young, a cute and lovable student who falls in love at first sight with the standoffish and popular Wang Ja Rim. Unwavering in his love for Wang Ja Rim, the confident and cheerful Gong Joo Young isn't shy about his feelings and is determined to win her heart no matter what. However, despite his gentle, sweet nature when it comes to love, Gong Joo Young is also a steadfast, loyal friend who shows off a tougher and more mature side when his friends need his help."
48252,Ночной Контакт,https://www.tvmaze.com/shows/48252/nocnoj-kontakt,Talk Show,Russian,[],Running,30.0,30.0,2018-01-25,https://vk.com/nochnoy_kontakt,20:20,['Thursday'],56,208,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",[],
30889,Студия СОЮЗ,https://www.tvmaze.com/shows/30889/studia-souz,Panel Show,Russian,"['Comedy', 'Music']",To Be Determined,45.0,45.0,2017-08-10,https://studia-soyuz.tnt-online.ru/,22:00,['Thursday'],66,281,"{'tvrage': None, 'thetvdb': 345856, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/211/529780.jpg,
54658,Joe Show,https://www.tvmaze.com/shows/54658/joe-show,Talk Show,Arabic,['Comedy'],Running,53.0,53.0,2016-05-05,https://www.alaraby.com/program-479,19:00,['Thursday'],8,21,"{'tvrage': None, 'thetvdb': 368842, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/306/765091.jpg,"Joe Show is an Arabic talk show and political satire television program hosted by Egyptian comedian Youssef Hussein and it airs each Thursday. The show deals mainly the events in the Arab world in a comic and cynical manner. The 53-minute television program exploits the media lapses, media biases, and striking paradoxes in the rhetoric of political and conflicting positions; It is reintroduced comically. The show consists of 4 segments; the first three cover current events in Egypt, the fourth looks at the rest of the Arab world."
56605,It's Okay to Be Sensitive 2020,https://www.tvmaze.com/shows/56605/its-okay-to-be-sensitive-2020,Scripted,Korean,['Drama'],Ended,,,2020-12-03,,18:00,"['Thursday', 'Saturday']",18,30,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/344/861394.jpg,"In these times when it is difficult to completely guard ""oneself"" due to social and gender issues, the friendship story of four people delivering warm comfort to all the wounded people in the world."
53177,Masrah Masr,https://www.tvmaze.com/shows/53177/masrah-masr,Scripted,Arabic,['Comedy'],Ended,60.0,60.0,2013-02-01,https://shahid.mbc.net/en/series/Masrah-Masr/series-816749,,"['Wednesday', 'Thursday']",3,379,"{'tvrage': None, 'thetvdb': 359414, 'imdb': 'tt5044186'}",https://static.tvmaze.com/uploads/images/original_untouched/294/736786.jpg,A collection of comedy theater presents a new type of separate plays in titles and events with each episode.
36046,TV 2 Hjelper Deg,https://www.tvmaze.com/shows/36046/tv-2-hjelper-deg,Documentary,Norwegian,['Legal'],Running,,34.0,1994-04-06,https://play.tv2.no/programmer/fakta/tv-2-hjelper-deg,,['Thursday'],25,327,"{'tvrage': None, 'thetvdb': 274054, 'imdb': 'tt0273024'}",https://static.tvmaze.com/uploads/images/original_untouched/269/674840.jpg,"Loved by the public and feared by shop owners, businesses, travel agencies, insurance companies etc. This is the staple in Norwegian consumer-aid programmes. The biggest fear in any Norwegian business owners life is that an ill-treated customer should turn up with a confronting reporter and camera-crew from the nation-wide broadcasted TV 2 Hjelper Deg."
51080,Temptation Island: Love or Leave,https://www.tvmaze.com/shows/51080/temptation-island-love-or-leave,Reality,Dutch,[],Running,45.0,45.0,2020-11-26,https://www.videoland.com/series/500503/temptation-island-love-or-leave,,['Thursday'],64,12,"{'tvrage': None, 'thetvdb': 388481, 'imdb': 'tt13241806'}",https://static.tvmaze.com/uploads/images/original_untouched/349/873741.jpg,"Four couples travel to sunny Italy in search of one answer: am I here with the right one or is there someone who is better for me? Separately, they embark on an adventure in two villas. No seducers this time, but bachelors who are looking for a serious relationship."
52758,Stichtag,https://www.tvmaze.com/shows/52758/stichtag,Scripted,German,"['Drama', 'Comedy', 'Romance']",To Be Determined,20.0,20.0,2020-11-12,https://www.joyn.de/serien/stichtag,,['Thursday'],25,356,"{'tvrage': None, 'thetvdb': 392213, 'imdb': 'tt13642446'}",https://static.tvmaze.com/uploads/images/original_untouched/291/729421.jpg,
54515,Jonahs dyreverden,https://www.tvmaze.com/shows/54515/jonahs-dyreverden,Documentary,Norwegian,"['Children', 'Nature']",Running,,11.0,2020-02-14,https://tv.nrk.no/serie/jonahs-dyreverden,,[],7,238,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/350/877154.jpg,Jonah loves animals and he takes us on a journey between the continents where we meet small and large animals from all corners of the world.
57257,Brak,https://www.tvmaze.com/shows/57257/brak,Scripted,Dutch,"['Drama', 'Comedy']",Ended,,8.0,2020-09-09,https://vtm.be/vtmgo/brak~pa46964bf-f029-4674-9bdf-8e6e4c73cd18,,"['Monday', 'Thursday']",6,416,"{'tvrage': None, 'thetvdb': 391609, 'imdb': 'tt13449378'}",https://static.tvmaze.com/uploads/images/original_untouched/357/892507.jpg,"During one of her wild nights, Bobbie hurts her foot. She will have to take it easy for a while. After much resistance, she confronts herself and her destructive (online) patterns with the help of her loyal friends, her 'girl army'."
6141,Simon's Cat,https://www.tvmaze.com/shows/6141/simons-cat,Animation,English,['Comedy'],Running,2.0,2.0,2008-03-04,http://simonscat.com,,[],82,21,"{'tvrage': None, 'thetvdb': 145431, 'imdb': 'tt2057193'}",https://static.tvmaze.com/uploads/images/original_untouched/23/59454.jpg,Simon's Cat is an animated series featuring the mischievous and often hilarious antics of a fat white cat and his owner Simon.
7480,Star Trek: Discovery,https://www.tvmaze.com/shows/7480/star-trek-discovery,Scripted,English,"['Drama', 'Adventure', 'Science-Fiction']",Running,,56.0,2017-09-24,https://www.paramountplus.com/shows/star-trek-discovery/,,['Thursday'],100,107,"{'tvrage': None, 'thetvdb': 328711, 'imdb': 'tt5171438'}",https://static.tvmaze.com/uploads/images/original_untouched/364/911588.jpg,"Star Trek, one of the most iconic and influential global television franchises, returns 50 years after it first premiered, with Star Trek: Discovery. The series will feature a new ship, new characters and new missions, while embracing the same ideology and hope for the future that inspired a generation of dreamers and doers."
13215,Critical Role,https://www.tvmaze.com/shows/13215/critical-role,Game Show,English,"['Adventure', 'Fantasy']",Running,240.0,212.0,2015-03-13,https://critrole.com/shows/critical-role/,,['Thursday'],92,304,"{'tvrage': None, 'thetvdb': 296861, 'imdb': 'tt4834232'}",https://static.tvmaze.com/uploads/images/original_untouched/379/948363.jpg,"Voice actor Matthew Mercer leads a group of fellow voice actors on epic Dungeons &amp; Dragons campaigns. These familiar voices bring the audience into the full experience of D&amp;D, allowing imaginations to soar as the characters embark on adventures. This is Critical Role!"
28381,Cyanide & Happiness Shorts,https://www.tvmaze.com/shows/28381/cyanide-happiness-shorts,Animation,English,['Comedy'],Running,,2.0,2010-02-01,https://www.youtube.com/playlist?list=PLA1F18BC2CFDB46FF,,['Thursday'],34,21,"{'tvrage': None, 'thetvdb': 272468, 'imdb': 'tt4674646'}",https://static.tvmaze.com/uploads/images/original_untouched/112/282062.jpg,"Cyanide and Happiness is a daily webcomic on explosm.net that was created by Rob DenBleyker, Kris Wilson, Dave McElfatrick and Matt Melvin back in 2005. "
36841,Hot Ones,https://www.tvmaze.com/shows/36841/hot-ones,Talk Show,English,['Food'],Running,,23.0,2015-03-12,https://www.youtube.com/playlist?list=PLAzrgbu8gEMIIK3r4Se1dOZWSZzUSadfZ,,['Thursday'],92,21,"{'tvrage': None, 'thetvdb': 327172, 'imdb': 'tt6556992'}",https://static.tvmaze.com/uploads/images/original_untouched/156/392437.jpg,The show with hot questions and even hotter wings.
40471,#BOOS,https://www.tvmaze.com/shows/40471/boos,Reality,Dutch,[],Running,,21.0,2016-06-16,https://www.youtube.com/channel/UCc0kHafEIzm6PiqyrsC5lyg,,['Thursday'],73,21,"{'tvrage': None, 'thetvdb': 316876, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/207/519920.jpg,"In #BOOS, Tim pulls all the bells, bells and fanfare out of the closet. Because you're angry. And he will fix it for you. And what you can be angry about? Everything. For example that your package has not arrived, your neighbor always lets his dog poop in front of the door or your boss has fired you for no reason."
42843,The Flight Attendant,https://www.tvmaze.com/shows/42843/the-flight-attendant,Scripted,English,"['Comedy', 'Thriller', 'Mystery']",To Be Determined,,44.0,2020-11-18,https://play.hbomax.com/page/urn:hbo:page:GX5MHsQzwwIuLwgEAAACp:type:series,,['Thursday'],99,329,"{'tvrage': None, 'thetvdb': 366625, 'imdb': 'tt7569576'}",https://static.tvmaze.com/uploads/images/original_untouched/402/1007355.jpg,"Flight attendant Cassie Bowden relishes her globe-trotting lifestyle, but her history with drinking – and penchant for becoming entangled in international intrigue – always seem to catch up with her."
42899,Редакция,https://www.tvmaze.com/shows/42899/redakcia,Talk Show,Russian,[],Running,40.0,56.0,2019-03-17,https://www.youtube.com/channel/UC1eFXmJNkjITxPFWTy6RsWg,,['Thursday'],67,21,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/204/511597.jpg,"The author's journalistic program of Alexey Pivovarov, where he asks questions and interviews guests, makes reports on actual themes, as well as on entertaining topics."
50157,Basic Bitch,https://www.tvmaze.com/shows/50157/basic-bitch,Scripted,Norwegian,"['Drama', 'Comedy']",Running,,19.0,2020-11-12,https://discoveryplus.com/no/show/basic-bitch,,['Thursday'],64,173,"{'tvrage': None, 'thetvdb': 391918, 'imdb': 'tt13535306'}",https://static.tvmaze.com/uploads/images/original_untouched/398/995345.jpg,"Basic Bitch follows four normal girls who could've moved to Oslo with ambitious #lifegoals and unstoppable career opportunities, but who prefer a comfortable existence back home."
50586,Cari & Jemele: Stick to Sports,https://www.tvmaze.com/shows/50586/cari-jemele-stick-to-sports,Talk Show,English,[],Running,30.0,30.0,2020-08-19,https://www.vicetv.com/en_us/show/cari-and-jemele-stick-to-sports,,['Thursday'],15,237,"{'tvrage': None, 'thetvdb': 387571, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/274/686710.jpg,"Jemele Hill and Cari Champion deliver their unapologetic, engaging and comedic perspectives on today's issues."
51149,The Pengest Munch,https://www.tvmaze.com/shows/51149/the-pengest-munch,Reality,English,"['Comedy', 'Food']",Running,,6.0,2015-09-15,https://www.youtube.com/c/thecnsr/videos,,[],69,21,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",[],The Chicken Connoisseur is a food critic for the mandem and a crep fiend. Join his excursions as he reviews the finest/medi/deadest chicken shops in the land.
51393,Daleks!,https://www.tvmaze.com/shows/51393/daleks,Animation,English,"['Action', 'Adventure', 'Science-Fiction']",Ended,15.0,13.0,2020-11-12,https://www.youtube.com/playlist?list=PLKEzuOOEQvYNkUXqcnDKR2fQbNdzw4G-Z,,['Thursday'],44,21,"{'tvrage': None, 'thetvdb': 388155, 'imdb': 'tt13057928'}",https://static.tvmaze.com/uploads/images/original_untouched/279/697749.jpg,"The Daleks' plundering of the Archive of Islos unearths something ancient and deadly. Soon Skaro is under attack and the Dalek Emperor is on the run! Can the Daleks defeat their adversaries and regain their planet, even with help from an old enemy? Will this be the end of the Daleks?"
51560,Begin Again,https://www.tvmaze.com/shows/51560/begin-again,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,45.0,45.0,2020-10-29,,20:00,"['Wednesday', 'Thursday', 'Friday']",36,226,"{'tvrage': None, 'thetvdb': 387942, 'imdb': 'tt12256822'}",https://static.tvmaze.com/uploads/images/original_untouched/280/700409.jpg,"Begin Again tells the story of a domineering female CEO and a warm doctor who turn a fake relationship into reality due to practical reasons. Having exchanged their 'I do's', they start on a new chapter of their lives as they learn to fall in love. Lu Fangning is the general manager of Luning Group, a large corporation in the business of home furniture. Lu Fangning is a woman who has it all - talented, beautiful and rich. Nearing her thirties, Lu Fangning succumbs to family pressures and decides that she urgently needs a husband with whom she will have a child. Coincidentally, surgeon Ling Rui appears in front of her. Ling Rui is not only blessed with good looks but also has an angelic heart, which makes him the perfect candidate in the eyes of Lu Fangning. She schemes her way to his life and they finally become husband and wife. Lu Fangning eventually realizes the error in her ways and strives to be better. However, keeping a marriage is not as easy as it seems."
51969,Touch Me If You Can,https://www.tvmaze.com/shows/51969/touch-me-if-you-can,Scripted,Korean,"['Drama', 'Fantasy', 'Romance']",Ended,8.0,11.0,2020-11-05,https://www.youtube.com/playlist?list=PLbmL8PfuSrVne9Mao0YLQHDMsRe3mTp4n,,['Thursday'],26,21,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/283/709714.jpg,Ah Ri  is a succubus and she is in crisis because she can't feed on humans' energy in this time of crisis where people are using masks covering their faces. It tells her story after she meets the loner Sung Shi Woo.
52105,Be With You,https://www.tvmaze.com/shows/52105/be-with-you,Scripted,Chinese,"['Drama', 'Comedy']",Ended,45.0,45.0,2020-11-19,https://v.qq.com/detail/m/mzc00200gbahyn5.html,20:00,"['Thursday', 'Friday']",33,104,"{'tvrage': None, 'thetvdb': 392052, 'imdb': 'tt13517000'}",https://static.tvmaze.com/uploads/images/original_untouched/285/713063.jpg,"A young cartoonist intentionally gets near Ji Yan Xin, a cold and arrogant professor. Qi Nian, a girl with a straightforward personality hopes that interacting with Ji Yan Xin would give her inspiration and creative materials for her comic plot. Coincidentally Ji Yan Xin's younger brother Ji Si Qi becomes Qi Nian's assistant and a catalyst for their relationship to progress and blossom."
52548,Bogdan Boner: Egzorcysta,https://www.tvmaze.com/shows/52548/bogdan-boner-egzorcysta,Animation,Polish,"['Comedy', 'Horror']",To Be Determined,12.0,12.0,2020-12-03,https://www.netflix.com/title/81297404,,[],70,1,"{'tvrage': None, 'thetvdb': 392783, 'imdb': 'tt13624584'}",https://static.tvmaze.com/uploads/images/original_untouched/289/724647.jpg,"No demon is safe as Bogdan Boner, the alcohol-loving, self-taught exorcist-for-hire, returns with more inventive, obscene and deadly deeds."
52608,Nimra Etnin,https://www.tvmaze.com/shows/52608/nimra-etnin,Scripted,Arabic,"['Drama', 'Romance']",Ended,40.0,50.0,2020-10-29,https://shahid.mbc.net/ar/series/%D9%86%D9%85%D8%B1%D8%A9-%D8%A7%D8%AA%D9%86%D9%8A%D9%86/series-395941,,['Thursday'],13,379,"{'tvrage': None, 'thetvdb': 390123, 'imdb': 'tt13339456'}",https://static.tvmaze.com/uploads/images/original_untouched/297/744784.jpg,"Love might occur at the right time with the right person or at the wrong time with the right person, or both together. It might keep waiting, or not occur at all… Perhaps twice in a lifetime"
